Wall time,Step,Value
1641989438.0783055,119,3.770660877227783
1641989443.8066273,148,2.234121561050415
1641989447.0053487,163,4.821202278137207
1641989447.2054636,164,3.433131217956543
1641989452.388138,190,6.871105194091797
1641989455.2973223,204,8.572101593017578
1641989456.08208,208,7.000375270843506
1641989460.2668047,229,5.862504482269287
1641989467.3947415,265,5.754022598266602
1641989468.9657717,273,3.8176350593566895
1641989472.742507,292,4.815568923950195
1641989475.1831865,304,3.325376033782959
1641989483.626515,345,6.735949516296387
1641989486.6604674,360,9.012945175170898
1641989491.2911847,383,5.612874984741211
1641989491.8889332,386,4.4212517738342285
1641989498.780621,420,5.712156295776367
1641989508.1948385,467,4.906118869781494
1641989512.194119,487,2.4059157371520996
1641989515.4788587,503,5.072756767272949
1641989518.2404273,516,5.833731651306152
1641989522.7431786,538,5.051703453063965
1641989528.482418,566,4.429384231567383
1641989530.7204218,576,4.992035388946533
1641989532.2069929,582,5.089814186096191
1641989538.5924368,611,7.2301764488220215
1641989543.3292065,634,8.154375076293945
1641989544.4856477,639,4.5141777992248535
1641989544.897363,641,4.45991325378418
1641989548.1753917,657,4.105422496795654
1641989549.4043858,663,4.940471649169922
1641989556.0438628,695,4.907491683959961
1641989556.4545739,697,6.320616245269775
1641989564.8578815,738,5.241124629974365
1641989566.1306407,744,4.01170539855957
1641989566.3361235,745,4.621691703796387
1641989569.2828102,759,6.054889678955078
1641989572.7052655,776,3.5909852981567383
1641989582.0475798,822,4.027081489562988
1641989590.8206887,865,3.052570343017578
1641989593.0368586,876,5.242399215698242
1641989599.2149358,905,3.2334885597229004
1641989609.8911285,958,2.4033894538879395
1641989611.6876707,967,2.886935234069824
1641989615.7246785,987,2.0402698516845703
1641989627.1262367,1043,5.258718490600586
1641989638.6368597,1100,2.2638823986053467
1641989641.905937,1116,2.1572823524475098
1641989644.1979964,1127,1.4841129779815674
1641989646.3992455,1138,1.3850560188293457
1641989650.206604,1157,2.650529384613037
1641989653.3024955,1172,2.036580801010132
1641989654.51317,1178,2.549229145050049
1641989661.6321251,1210,1.6080318689346313
1641989662.0343764,1212,2.121032953262329
1641989664.8513157,1226,1.2884724140167236
1641989666.2551165,1233,0.8643772602081299
1641989670.0662956,1252,2.2186503410339355
1641989670.2660513,1253,2.630316734313965
1641989672.7537446,1265,2.5169596672058105
1641989674.7520123,1275,2.113858699798584
1641989675.1824741,1277,1.6449408531188965
1641989676.9062617,1285,4.095607757568359
