Wall time,Step,Value
1642177146.61716,1,-8.963674545288086
1642177163.2277212,2,3.3437411785125732
1642177180.2857847,3,-31.082582473754883
1642177197.2180488,4,-5.553062438964844
1642177214.0690997,5,-2.821460247039795
1642177231.0338447,6,2.9856536388397217
1642177247.92267,7,2.9139533042907715
1642177264.93729,8,8.918668746948242
1642177281.963042,9,9.086516380310059
1642177298.5794468,10,3.669684886932373
1642177315.2906046,11,6.0267181396484375
1642177332.0689037,12,6.8119215965271
1642177348.894186,13,-3.110849380493164
1642177365.7887454,14,6.803482532501221
1642177382.7617939,15,2.8415279388427734
1642177399.6517873,16,9.074922561645508
1642177416.4072256,17,9.10108757019043
1642177433.4487882,18,0.770507276058197
1642177450.3676832,19,8.797322273254395
1642177467.038838,20,8.432223320007324
1642177484.0541608,21,8.795392036437988
1642177500.5967498,22,2.1067352294921875
1642177517.355731,23,8.357247352600098
1642177534.3439276,24,8.252981185913086
1642177551.0230896,25,9.085290908813477
1642177567.6053765,26,9.012693405151367
1642177584.2438579,27,2.297513246536255
1642177600.7883666,28,8.297514915466309
1642177617.4314811,29,4.326686859130859
1642177634.3526516,30,8.770857810974121
1642177651.2598386,31,8.062200546264648
1642177667.856648,32,8.86174201965332
1642177684.5871882,33,8.917561531066895
1642177701.2779071,34,8.3328218460083
1642177717.880568,35,8.749444961547852
1642177734.9383695,36,8.943002700805664
1642177751.848247,37,8.251522064208984
1642177768.5332258,38,8.375060081481934
1642177785.4190016,39,8.323217391967773
1642177802.2630088,40,8.333559036254883
1642177818.873169,41,8.905007362365723
1642177835.550613,42,9.009706497192383
1642177852.5764406,43,8.3201904296875
1642177869.493322,44,9.039729118347168
1642177886.078089,45,8.658709526062012
1642177902.9855723,46,8.800115585327148
1642177919.9889843,47,9.069494247436523
1642177936.7387395,48,9.089493751525879
1642177953.728877,49,9.09292221069336
1642177970.5299628,50,8.279024124145508
1642177987.456826,51,8.22927188873291
1642178004.3022094,52,8.483677864074707
1642178021.1767755,53,8.404438018798828
1642178037.9862232,54,8.588502883911133
1642178054.8240507,55,8.316634178161621
1642178071.6672616,56,8.316634178161621
1642178088.6634362,57,8.832388877868652
1642178105.5292175,58,8.330506324768066
1642178122.3643725,59,8.274715423583984
1642178139.0844972,60,8.169767379760742
1642178156.087886,61,8.708915710449219
1642178173.009689,62,8.568843841552734
1642178189.583138,63,8.898584365844727
1642178206.5555577,64,9.012693405151367
1642178223.3628912,65,8.911038398742676
1642178239.9486115,66,7.065649032592773
1642178256.864556,67,8.972146987915039
1642178273.770155,68,8.701192855834961
1642178290.859236,69,9.085290908813477
1642178307.9543316,70,7.0819926261901855
1642178324.7983336,71,8.63347053527832
1642178341.576094,72,8.70505428314209
1642178358.593718,73,9.017068862915039
1642178375.5558999,74,8.954950332641602
1642178392.1359665,75,8.327723503112793
1642178409.1615171,76,9.016266822814941
1642178426.1544926,77,9.039729118347168
1642178443.2565072,78,8.923672676086426
1642178460.0850317,79,8.687018394470215
1642178476.8979077,80,8.863073348999023
1642178493.5156937,81,4.034179210662842
1642178510.1277084,82,8.65941047668457
1642178526.8448775,83,8.426734924316406
1642178543.776715,84,9.010986328125
1642178560.6548676,85,8.923672676086426
1642178577.653843,86,8.921202659606934
1642178594.5166488,87,9.00768756866455
1642178611.5932117,88,8.605520248413086
1642178628.5862465,89,8.862563133239746
1642178645.7159271,90,7.4540581703186035
1642178662.6216884,91,8.850150108337402
1642178679.3574593,92,9.009797096252441
1642178696.2514284,93,8.899698257446289
1642178713.3520758,94,8.601658821105957
1642178730.2963674,95,7.798802375793457
1642178747.2733505,96,8.959267616271973
1642178764.2402523,97,9.10108757019043
1642178781.297816,98,9.000930786132812
1642178798.1567798,99,8.811774253845215
1642178814.7540603,100,8.738029479980469
1642178831.5092666,101,8.960076332092285
1642178848.5091383,102,8.940106391906738
1642178865.1618698,103,9.008831977844238
1642178881.7601411,104,8.872445106506348
1642178898.6799052,105,8.717185974121094
1642178915.5633013,106,8.998876571655273
1642178932.2812946,107,8.870911598205566
1642178949.077579,108,8.83190631866455
1642178966.1641512,109,8.863073348999023
1642178983.2445583,110,9.00334358215332
1642179000.019426,111,9.009797096252441
1642179016.6096735,112,-17.210533142089844
1642179033.5767827,113,8.728365898132324
1642179050.6156542,114,9.009797096252441
1642179067.42897,115,9.014901161193848
1642179084.5213287,116,9.010279655456543
1642179101.5211914,117,8.84950065612793
1642179118.3545268,118,8.805158615112305
1642179135.2393053,119,8.559125900268555
1642179152.0134878,120,8.93699836730957
1642179168.728287,121,9.037901878356934
1642179185.624865,122,9.039729118347168
1642179202.5706801,123,8.748580932617188
1642179219.563741,124,9.10108757019043
1642179236.65369,125,8.740274429321289
1642179253.3722703,126,8.948495864868164
1642179270.4379532,127,8.699835777282715
1642179287.53539,128,8.863073348999023
1642179304.624958,129,8.862563133239746
1642179321.661768,130,8.761027336120605
1642179338.7362447,131,8.998876571655273
1642179355.8272095,132,8.860882759094238
1642179372.9354706,133,8.923672676086426
1642179389.6877797,134,9.016266822814941
1642179406.4290988,135,8.743969917297363
1642179423.2276845,136,8.992417335510254
1642179439.839298,137,8.596961975097656
1642179456.718635,138,8.960076332092285
1642179473.8533168,139,8.970746994018555
1642179490.943645,140,8.596281051635742
1642179507.591403,141,3.993610382080078
1642179524.4330447,142,8.938658714294434
1642179541.3398526,143,9.089493751525879
1642179558.4084644,144,9.003826141357422
1642179575.4036906,145,8.762917518615723
1642179592.202812,146,9.039729118347168
1642179609.200365,147,8.60120677947998
1642179626.2225182,148,9.017068862915039
1642179642.9722347,149,8.83142375946045
1642179659.9997022,150,8.890378952026367
1642179676.9793046,151,9.10108757019043
1642179693.8800113,152,8.849823951721191
1642179710.8999124,153,8.69716739654541
1642179727.8660433,154,8.5655517578125
1642179744.7688727,155,9.076329231262207
1642179761.441893,156,8.809722900390625
1642179778.4391336,157,8.998212814331055
1642179795.4289827,158,8.893905639648438
1642179812.4979012,159,8.938837051391602
1642179829.6023881,160,8.929969787597656
1642179846.3461707,161,8.679675102233887
1642179863.2291632,162,8.998876571655273
1642179879.9716387,163,9.086516380310059
1642179897.0415542,164,8.861740112304688
1642179913.7394087,165,8.717864036560059
1642179930.3700655,166,8.990489959716797
1642179947.448103,167,8.563321113586426
1642179964.5540142,168,8.387092590332031
1642179981.652961,169,8.150726318359375
1642179998.7506177,170,8.991455078125
1642180015.8470957,171,8.429733276367188
1642180032.5779219,172,9.007292747497559
1642180049.1698904,173,8.970746994018555
1642180066.0124085,174,8.934747695922852
1642180082.8357627,175,8.926834106445312
1642180099.9152524,176,9.10108757019043
1642180116.4861522,177,8.874109268188477
1642180133.0687466,178,8.938837051391602
1642180149.7805252,179,8.796128273010254
1642180166.8580346,180,8.879599571228027
1642180183.9347687,181,8.760452270507812
1642180200.9601076,182,8.898584365844727
1642180217.9188938,183,8.755337715148926
1642180234.8914092,184,8.960076332092285
1642180251.6978774,185,9.09292221069336
1642180268.464064,186,9.009706497192383
1642180285.2193742,187,7.833547592163086
1642180302.1506007,188,8.741413116455078
1642180318.9530165,189,9.09292221069336
1642180335.995183,190,9.00768756866455
1642180353.1016853,191,9.00834846496582
1642180369.7401445,192,9.089493751525879
1642180386.802587,193,8.960076332092285
1642180403.917711,194,8.862563133239746
1642180420.825485,195,8.984297752380371
1642180437.6960905,196,8.893729209899902
1642180454.6432405,197,8.992417335510254
1642180471.3476915,198,8.835577964782715
1642180487.9555907,199,9.10108757019043
1642180504.8677309,200,8.625523567199707
